ID;residual sugar;chlorides;flavanoids;free sulfur dioxide;total sulfur dioxide;density;pH;magnesium;sulphates;alcohol;lightness;quality
3553;16,65;0,044;0,38;39;110;0,99855;3,24;0,53;0,48;9;0,13;6
3554;16,65;0,044;0,38;39;110;0,99855;3,24;0,83;0,48;9;0,13;6
3555;0,9;0,023;0,38;49;87;0,99062;2,92;0,54;0,36;11,1;0,1;6
3556;6,1;0,042;0,38;27;123;0,99362;3,06;0,70;0,6;9,9;0,11;6
3557;10,2;0,037;0,38;17;112;0,99324;3,66;0,60;0,48;12,2;0,08;7
3558;0,9;0,023;0,38;49;87;0,99062;2,92;0,40;0,36;11,1;0,11;6
3559;16,65;0,044;0,38;39;110;0,99855;3,24;0,90;0,48;9;0,12;6
3560;3,85;0,031;0,38;5;34;0,99098;3,01;0,67;0,36;11,8;0,1;4
3561;4,4;0,032;0,38;19;78;0,99036;3,11;0,65;0,62;12,9;0,09;6
3562;4,5;0,05;0,38;23;86;0,99398;2,86;0,53;0,35;9;0,13;5
3563;3,2;0,028;0,38;42;162;0,9903;3,01;0,50;0,33;12,4;0,09;6
3564;4,5;0,05;0,38;23;86;0,99398;2,86;0,35;0,35;9;0,12;5
3565;4,4;0,032;0,38;19;78;0,99036;3,11;0,26;0,62;12,9;0,08;6
3566;9,7;0,036;0,38;15;85;0,99406;2,99;0,38;0,36;11,2;0,11;6
3567;4,2;0,029;0,38;7;112;0,9906;3;0,30;0,41;12,6;0,09;6
3568;4,2;0,031;0,38;20;80;0,99089;3,12;0,05;0,39;11,5;0,1;6
3569;1,1;0,035;0,38;31;93;0,99096;3,07;0,84;0,72;11,3;0,1;7
3570;9,7;0,036;0,38;15;85;0,99406;2,99;0,66;0,36;11,2;0,1;6
3571;4,2;0,031;0,38;20;80;0,99089;3,12;0,47;0,39;11,5;0,09;6
3572;5,6;0,033;0,38;8;31;0,9936;3,32;0,65;0,51;10,5;0,11;4
3573;4,2;0,029;0,38;7;112;0,9906;3;0,32;0,41;12,6;0,09;6
3574;1,6;0,027;0,38;20;87;0,9911;3,15;0,63;0,48;11,9;0,09;6
3575;1,6;0,036;0,38;24;119;0,99396;3,18;0,46;0,52;10,1;0,12;6
3576;1,1;0,027;0,38;32;112;0,99089;3,15;0,75;0,45;11;0,1;7
3577;14,6;0,048;0,38;35;161;0,9968;3,14;0,20;0,56;10,6;0,1;5
3578;2,6;0,035;0,38;39;120;0,99138;3,04;0,35;0,59;11,3;0,11;7
3579;1,2;0,038;0,38;5;124;0,99098;3,1;0,30;0,37;11,2;0,09;4
3580;7,25;0,028;0,38;14;78;0,99238;2,94;0,76;0,37;11,5;0,1;7
3581;6,55;0,026;0,38;33;143;0,99244;2,92;0,73;0,35;11,1;0,11;5
3582;7;0,023;0,38;19;130;0,99176;3,14;0,89;0,49;12,8;0,09;7
3583;1,5;0,037;0,38;12;76;0,98993;3,3;0,16;0,46;12,3;0,09;6
3584;1,4;0,041;0,38;15;102;0,9929;3,26;0,41;0,53;10,4;0,11;6
3585;7,25;0,028;0,38;14;78;0,99238;2,94;0,66;0,37;11,5;0,1;7
3586;1;0,032;0,38;42;104;0,98988;3,16;0,31;0,37;11,7;0,1;7
3587;4,2;0,044;0,38;52;158;0,992;3,35;0,26;0,44;10,7;0,09;7
3588;17,5;0,042;0,38;21;114;0,99784;2,85;0,26;0,5;9,5;0,12;6
3589;17,5;0,042;0,38;21;114;0,99784;2,85;0,67;0,5;9,5;0,11;6
3590;17,5;0,042;0,38;21;114;0,99784;2,85;0,30;0,5;9,5;0,12;6
3591;1,5;0,037;0,38;37;107;0,99006;3,18;0,36;0,68;12;0,09;7
3592;1,3;0,053;0,38;28;186;0,99211;3,31;0,05;0,45;10,8;0,09;5
3593;3,9;0,043;0,38;52;158;0,99202;3,35;0,55;0,44;10,7;0,09;7
3594;4,2;0,044;0,38;52;158;0,992;3,35;0,57;0,44;10,7;0,1;7
3595;7,6;0,049;0,38;37;107;0,99332;3,12;0,36;0,44;10,7;0,1;7
3596;1;0,031;0,38;40;123;0,98958;3,12;0,41;0,4;12,1;0,09;7
3597;1,1;0,034;0,38;55;108;0,98939;3;0,24;0,52;11,9;0,09;7
3598;11,8;0,042;0,38;54;137;0,99492;3,18;0,15;0,37;10,8;0,1;6
3599;1,4;0,033;0,38;65;169;0,99043;3,59;0,44;0,56;12,3;0,1;7
3600;9,7;0,053;0,38;49;226;0,99787;3,3;0,66;0,57;9,4;0,12;6
3601;12,9;0,049;0,38;32;88;0,99654;3,2;0,97;0,35;9,9;0,12;6
3602;1,6;0,039;0,38;29;140;0,99304;3,35;0,47;0,61;10,4;0,1;7
3603;7,2;0,038;0,38;28;137;0,9952;3,35;0,06;0,6;10,4;0,1;6
3604;7,1;0,027;0,38;37;122;0,99165;3,15;0,84;0,6;12,6;0,08;7
3605;1,9;0,017;0,38;31;69;0,9892;2,93;0,76;0,36;12,5;0,1;6
3606;8,8;0,056;0,38;35;167;0,99628;3,04;0,44;0,47;9,4;0,13;5
3607;7,2;0,047;0,38;41;151;0,99604;3,11;0,03;0,6;9,2;0,11;5
3608;1,4;0,047;0,38;30;90;0,99164;3,27;0,37;0,54;11,2;0,1;6
3609;14,3;0,044;0,38;27;149;0,998;2,91;0,74;0,46;9,2;0,11;6
3610;14,3;0,044;0,38;27;149;0,998;2,91;0,72;0,46;9,2;0,13;6
3611;8,8;0,056;0,38;35;167;0,99628;3,04;0,40;0,47;9,4;0,12;5
3612;1,4;0,047;0,38;30;90;0,99164;3,27;0,00;0,54;11,2;0,1;6
3613;1,8;0,046;0,38;31;114;0,99226;3,27;0,54;0,55;10,8;0,11;6
3614;14,3;0,044;0,38;27;149;0,998;2,91;0,90;0,46;9,2;0,13;6
3615;7,2;0,047;0,38;41;151;0,99604;3,11;0,84;0,6;9,2;0,11;5
3616;1,2;0,037;0,38;11;95;0,98914;2,96;0,68;0,36;12,5;0,09;6
3617;11,8;0,041;0,38;66;188;0,99794;3;0,55;0,54;9,3;0,12;5
3618;0,9;0,041;0,38;20;117;0,99048;3,21;0,17;0,5;11,4;0,11;5
3619;12,6;0,044;0,38;48;118;0,99726;3,04;0,35;0,56;10;0,11;7
3620;26,05;0,031;0,38;27;122;1,00295;3,06;0,60;0,42;10,6;0,1;6
3621;4,7;0,04;0,38;108;168;0,99278;3,07;0,67;0,75;10,7;0,1;7
3622;12,6;0,044;0,38;48;118;0,99726;3,04;0,99;0,56;10;0,12;7
3623;1,2;0,037;0,38;11;95;0,98914;2,96;0,14;0,36;12,5;0,09;6
3624;26,05;0,031;0,38;27;122;1,00295;3,06;0,62;0,42;10,6;0,1;6
3625;6,1;0,029;0,38;12;93;0,99054;3,19;0,58;0,27;12,8;0,09;7
3626;11,8;0,041;0,38;66;188;0,99794;3;0,69;0,54;9,3;0,11;5
3627;0,9;0,041;0,38;20;117;0,99048;3,21;0,18;0,5;11,4;0,09;5
3628;5,6;0,117;0,38;61;183;0,99459;3,24;0,62;0,43;9,5;0,11;5
3629;5,3;0,117;0,38;57;181;0,99459;3,24;0,62;0,43;9,5;0,11;6
3630;5,7;0,118;0,38;61;172;0,9946;3,24;0,15;0,43;9,5;0,11;6
3631;8;0,036;0,38;21;124;0,99362;3,06;0,86;0,38;10,8;0,11;6
3632;8;0,036;0,38;21;124;0,99362;3,06;0,70;0,38;10,8;0,11;6
3633;17,6;0,045;0,38;34;125;0,99966;3,2;0,82;0,47;8,8;0,12;6
3634;8;0,036;0,38;21;124;0,99362;3,06;0,98;0,38;10,8;0,1;6
3635;8,8;0,021;0,38;57;156;0,99442;3,08;0,38;0,38;11;0,11;7
3636;1,5;0,02;0,38;33;96;0,98918;3,29;0,61;0,38;12,4;0,09;6
3637;1,4;0,02;0,38;12;66;0,99089;3,25;0,18;0,75;11,3;0,09;7
3638;4,8;0,018;0,38;23;127;0,99474;3,12;0,24;0,49;11,2;0,09;7
3639;2,4;0,014;0,38;34;89;0,99008;3,24;0,16;0,66;12,5;0,1;7
3640;3,7;0,017;0,38;32;99;0,99348;3,12;0,40;0,44;10;0,1;6
3641;4,9;0,047;0,38;42;130;0,99283;3,12;0,50;0,56;11;0,09;6
3642;5,7;0,052;0,38;56;152;0,99398;3,16;0,54;0,88;10,5;0,11;6
3643;5,7;0,052;0,38;56;152;0,99398;3,16;0,44;0,88;10,5;0,1;6
3644;4,9;0,047;0,38;42;130;0,99283;3,12;0,13;0,56;11;0,09;6
3645;2;0,046;0,38;30;133;0,9908;3,12;0,58;0,54;11,4;0,11;7
3646;5,1;0,039;0,38;50;139;0,99165;3,16;0,60;0,44;11,3;0,1;6
3647;4,5;0,031;0,38;10;73;0,99076;2,97;0,93;0,52;12,2;0,1;7
3648;3,2;0,037;0,38;31;95;0,98942;2,9;0,83;0,66;12,6;0,09;7
3649;6,65;0,032;0,38;30;138;0,99244;2,9;0,36;0,37;11,1;0,1;5
3650;1,6;0,035;0,38;34;126;0,99058;3,26;0,17;0,47;12,3;0,1;6
3651;4;0,037;0,38;6;122;0,99255;2,92;0,27;0,59;10,4;0,12;4
3652;17,75;0,06;0,38;51;190;0,99916;3,13;0,69;0,48;8,8;0,12;6
3653;1,4;0,036;0,38;17;109;0,99306;3,27;0,91;0,61;9,5;0,11;6
3654;17,75;0,06;0,38;51;190;0,99916;3,13;0,37;0,48;8,8;0,13;6
3655;7,2;0,047;0,38;17;109;0,99498;3,42;0,85;0,44;10,4;0,1;6
3656;5,7;0,038;0,38;27;130;0,99;3,11;0,98;0,27;13;0,09;7
3657;8,5;0,03;0,38;25;191;0,99338;3,16;0,13;0,46;12,2;0,1;7
3658;11,4;0,035;0,38;49;128;0,99456;3,03;0,88;0,34;10,5;0,1;8
3659;5,4;0,043;0,38;41;149;0,9926;3,33;0,46;0,42;10,8;0,1;7
3660;2,7;0,036;0,38;34;128;0,98856;3,2;0,91;0,53;13,2;0,09;8
3661;4,3;0,032;0,38;46;115;0,98946;3,16;0,35;0,57;13;0,09;8
3662;1,2;0,049;0,38;26;152;0,99346;3,5;0,20;0,47;10;0,11;6
3663;1,8;0,05;0,38;11;76;0,99268;3,42;0,31;0,48;10,4;0,11;4
3664;1,3;0,034;0,38;59;145;0,98944;3,16;0,93;0,54;12,4;0,1;6
3665;5,7;0,035;0,38;54;155;0,98976;3,27;0,94;0,34;12,9;0,1;8
3666;2,7;0,036;0,38;34;128;0,98856;3,2;0,40;0,53;13,2;0,08;8
3667;11,7;0,038;0,38;61;152;0,99523;3,02;0,74;0,56;10,5;0,11;7
3668;4,3;0,032;0,38;46;115;0,98946;3,16;0,42;0,57;13;0,09;8
3669;11;0,03;0,38;2;82;0,99402;3,07;0,42;0,36;11,2;0,1;5
3670;1,6;0,029;0,38;41;102;0,98916;3,41;0,09;0,55;12,7;0,09;7
3671;11,6;0,044;0,38;61;155;0,99655;3,14;0,28;0,52;9,4;0,13;6
3672;6,2;0,025;0,38;29;95;0,99071;3,03;0,94;0,32;12,9;0,09;7
3673;1,8;0,032;0,38;26;74;0,98889;2,96;0,35;0,35;13;0,08;8
3674;1,2;0,029;0,38;25;93;0,98742;3,31;0,62;0,4;13,6;0,08;7
3675;1;0,053;0,38;26;112;0,99336;3,32;0,36;0,55;9,1;0,11;5
3676;2,4;0,049;0,38;42;166;0,992;3,25;0,43;0,43;10,4;0,1;6
3677;1,2;0,029;0,38;25;93;0,98742;3,31;0,31;0,4;13,6;0,09;7
3678;8,2;0,032;0,38;29;169;0,99275;3,28;0,95;0,44;12,2;0,09;6
3679;18,8;0,085;0,38;19;111;1,00044;3,1;0,85;0,51;8,7;0,13;5
3680;9,6;0,037;0,38;19;105;0,99444;3,04;0,58;0,37;10,5;0,12;7
3681;12,9;0,044;0,38;79,5;183;0,99742;3,24;0,11;0,78;10,2;0,12;6
3682;9,2;0,027;0,38;37;122;0,99228;3,06;0,24;0,34;12,5;0,1;8
3683;1,2;0,051;0,38;39;122;0,99058;3,11;0,25;0,75;11,3;0,11;7
3684;12,9;0,044;0,38;79,5;183;0,99742;3,24;0,04;0,78;10,2;0,11;6
3685;8;0,028;0,38;33;122;0,99164;3,13;0,86;0,63;12,6;0,08;7
3686;12,9;0,044;0,38;79,5;183;0,99742;3,24;0,64;0,78;10,2;0,11;6
3687;1,6;0,087;0,38;27;177;0,99438;3,09;0,52;0,5;9,8;0,11;5
3688;12;0,03;0,38;39;98;0,99402;3,15;0,94;0,34;10,8;0,1;5
3689;2,5;0,04;0,38;41;186;0,99128;3,32;0,31;0,56;12,5;0,1;6
3690;9,2;0,027;0,38;37;122;0,99228;3,06;0,52;0,34;12,5;0,1;8
3691;4,4;0,027;0,38;37;150;0,991;3,3;0,29;0,31;11,5;0,1;7
3692;8,8;0,027;0,38;23;112;0,9931;2,98;0,67;0,41;11,4;0,09;6
3693;9,6;0,037;0,38;19;105;0,99444;3,04;0,59;0,37;10,5;0,1;7
3694;8;0,028;0,38;33;122;0,99164;3,13;0,27;0,63;12,6;0,09;7
3695;18,8;0,085;0,38;19;111;1,00044;3,1;0,38;0,51;8,7;0,13;5
3696;1,3;0,053;0,38;61;146;0,99112;3,17;0,64;0,68;11;0,1;6
3697;1,2;0,051;0,38;39;122;0,99058;3,11;0,15;0,75;11,3;0,09;7
3698;12,9;0,044;0,38;79,5;182;0,99742;3,24;0,27;0,78;10,2;0,1;6
3699;1,2;0,036;0,38;32;96;0,98961;3,06;0,07;0,74;11,6;0,1;6
3700;1,6;0,087;0,38;27;177;0,99438;3,09;0,83;0,5;9,8;0,1;5
3701;1,5;0,076;0,38;24;145;0,99344;3,1;0,42;0,52;10,1;0,11;5
3702;18,15;0,05;0,38;23;139;0,99904;3,06;0,55;0,5;9,2;0,12;5
3703;13,1;0,05;0,38;26;180;0,99884;3,05;0,80;0,53;9,1;0,11;6
3704;13,1;0,05;0,38;26;180;0,99884;3,05;0,04;0,53;9,1;0,13;6
3705;13,1;0,05;0,38;26;180;0,99884;3,05;0,62;0,53;9,1;0,11;6
3706;13,1;0,05;0,38;26;180;0,99884;3,05;0,11;0,53;9,1;0,13;6
3707;1;0,037;0,38;45;79;0,98949;2,96;0,02;0,5;11,7;0,1;6
3708;1,6;0,041;0,38;29;114;0,99014;3,23;0,50;0,44;12,6;0,09;6
3709;11,8;0,088;0,38;61;183;0,99786;2,86;0,91;0,47;9;0,13;5
3710;1,4;0,039;0,38;53;141;0,99206;3,12;0,18;0,44;10,1;0,11;5
3711;1;0,02;0,38;5;9;0,98722;3,3;0,70;0,34;13,6;0,08;5
3712;13,1;0,05;0,38;26;180;0,99884;3,05;0,50;0,53;9,1;0,12;6
3713;10,6;0,045;0,38;57;159;0,99666;3,09;0,94;0,54;9,2;0,11;5
3714;10,4;0,049;0,38;45;190;0,99754;3,12;0,48;0,51;8,8;0,12;5
3715;1,1;0,028;0,38;34;95;0,99272;2,83;0,65;0,36;10;0,11;4
3716;7,4;0,036;0,38;20;196;0,99712;3,47;0,51;0,48;9,1;0,11;6
3717;1,2;0,041;0,38;29;182;0,99104;3,04;0,21;0,35;11,2;0,11;5
3718;3,4;0,053;0,38;20;119;0,99373;3,11;0,34;0,52;9,2;0,12;6
3719;18,15;0,05;0,38;23;139;0,99904;3,06;0,24;0,5;9,2;0,13;5
3720;8;0,038;0,38;54;200;0,9956;3,18;0,25;0,48;9,5;0,12;5
3721;2,5;0,024;0,38;40;152;0,99095;3,35;0,24;0,6;11,9;0,09;7
3722;2;0,068;0,38;28;138;0,99382;3,11;0,08;0,62;9,8;0,12;5
3723;2;0,069;0,38;29;134;0,99382;3,11;0,73;0,62;9,8;0,12;5
3724;6,9;0,036;0,38;46;150;0,99299;3,36;0,62;0,44;10,8;0,11;7
3725;1,2;0,051;0,38;29;122;0,99048;3,37;0,02;0,66;11,3;0,1;6
3726;9,4;0,028;0,38;13;121;0,99254;3,17;0,49;0,34;12,1;0,09;6
3727;2,9;0,03;0,38;22;111;0,9902;3,38;0,40;0,34;11,3;0,1;7
3728;6,9;0,036;0,38;46;150;0,99299;3,36;0,17;0,44;10,8;0,1;7
3729;5,4;0,028;0,38;21;75;0,99012;3,36;0,85;0,41;13,5;0,09;7
3730;1,3;0,044;0,38;11;126;0,99293;3,28;0,82;0,45;10,3;0,11;5
3731;20,8;0,035;0,38;58;184;1,00022;3,11;0,06;0,53;9;0,12;6
3732;10,3;0,041;0,38;51;166;0,99382;3,08;0,30;0,35;11,6;0,09;6
3733;1,3;0,044;0,38;11;126;0,99293;3,28;0,51;0,45;10,3;0,1;5
3734;1,6;0,029;0,38;39;116;0,98954;3,21;0,25;0,68;12,5;0,08;6
3735;13,1;0,042;0,38;28;125;0,99936;3,39;0,31;0,45;8,6;0,13;5
3736;1,8;0,16;0,38;34;74;0,9884;3,19;0,38;0,33;13,4;0,08;6
3737;8;0,026;0,38;18;88;0,99144;3,22;0,68;0,79;12,7;0,09;4
3738;1,6;0,167;0,38;65;120;0,99324;2,97;0,89;0,51;9,2;0,11;5
3739;1,4;0,034;0,38;18;135;0,99174;3,32;0,11;0,35;10,2;0,11;6
3740;14,7;0,051;0,38;29;149;0,99792;2,96;0,36;0,39;9;0,12;7
3741;14,7;0,051;0,38;29;149;0,99792;2,96;0,85;0,39;9;0,12;7
3742;14,7;0,051;0,38;29;149;0,99792;2,96;0,38;0,39;9;0,12;7
3743;14,7;0,051;0,38;29;149;0,99792;2,96;0,55;0,39;9;0,11;7
3744;14,7;0,051;0,38;29;149;0,99792;2,96;0,88;0,39;9;0,13;7
3745;14,7;0,051;0,38;29;149;0,99792;2,96;0,42;0,39;9;0,12;7
3746;14,7;0,051;0,38;29;149;0,99792;2,96;0,64;0,39;9;0,12;7
3747;1,8;0,04;0,38;45;121;0,99043;3,02;0,93;0,4;11,9;0,1;5
3748;10,6;0,07;0,38;67;194;0,99654;2,89;0,85;0,42;9;0,12;6
3749;12,5;0,055;0,38;47;134;0,99758;3,3;0,61;0,51;9;0,11;5
3750;6,8;0,051;0,38;40;143;0,99374;3,43;0,07;0,59;11;0,1;6
3751;14,7;0,051;0,38;29;149;0,99792;2,96;0,07;0,39;9;0,13;7
3752;2,9;0,039;0,38;10;108;0,99243;3,28;0,33;0,5;10;0,11;5
3753;1,4;0,04;0,38;25;184;0,99216;3,29;0,87;0,46;10,7;0,11;5
3754;1,4;0,042;0,38;24;183;0,99215;3,29;0,94;0,46;10,7;0,11;5
3755;2,1;0,026;0,38;29;130;0,98953;3,39;0,81;0,77;13,4;0,08;8
3756;7,4;0,015;0,38;47;124;0,99278;2,99;0,09;0,39;11;0,09;6
3757;2,9;0,039;0,38;10;108;0,99243;3,28;0,62;0,5;10;0,11;5
3758;1,4;0,04;0,38;25;184;0,99216;3,29;0,58;0,46;10,7;0,11;5
3759;1,4;0,042;0,38;24;183;0,99215;3,29;0,91;0,46;10,7;0,1;5
3760;7,4;0,015;0,38;47;124;0,99278;2,99;0,79;0,39;11;0,09;6
3761;5;0,016;0,38;31;101;0,99186;2,99;0,99;0,39;11;0,1;6
3762;2,5;0,028;0,38;22;98;0,99072;3,16;0,73;0,37;11,1;0,1;7
3763;6,1;0,025;0,38;10;40;0,99244;2,79;0,23;0,52;10,9;0,1;5
3764;2,7;0,017;0,38;22;80;0,99084;3,03;0,46;0,37;11,5;0,1;5
3765;2,1;0,026;0,38;29;130;0,98953;3,39;0,67;0,77;13,4;0,09;8
3766;12,9;0,033;0,38;59;186;0,99754;3,08;0,48;0,49;9,4;0,12;5
3767;12,9;0,033;0,38;59;186;0,99754;3,08;0,74;0,49;9,4;0,11;5
3768;12,9;0,033;0,38;59;186;0,99754;3,08;0,46;0,49;9,4;0,11;5
3769;13,7;0,035;0,38;53;134;0,99567;3,17;0,25;0,38;10,6;0,11;6
3770;12,9;0,033;0,38;59;186;0,99754;3,08;0,01;0,49;9,4;0,11;5
3771;2,4;0,014;0,38;15;143;0,99094;3,03;0,17;0,65;12;0,1;4
3772;9,8;0,042;0,38;61;125;0,99532;3,14;0,66;0,42;10,2;0,11;6
3773;13,7;0,035;0,38;53;134;0,99567;3,17;0,43;0,38;10,6;0,09;6
3774;1,3;0,009;0,38;65;100;0,9874;3,26;0,53;0,37;13,5;0,09;5
3775;12,1;0,04;0,38;61;248;0,99794;3,31;0,81;0,58;9,7;0,11;5
3776;6,1;0,018;0,38;41;103;0,99122;3,24;0,81;0,32;12,2;0,09;6
3777;7,7;0,04;0,38;29;135;0,99226;3,11;0,73;0,57;12,3;0,1;5
3778;6,1;0,018;0,38;41;103;0,99122;3,24;0,70;0,32;12,2;0,09;6
3779;1,4;0,022;0,38;38;100;0,99099;3,42;0,20;0,57;11,4;0,09;7
3780;7,7;0,022;0,38;31;97;0,99134;3,2;0,62;0,7;12,7;0,09;7
3781;12,1;0,04;0,38;61;248;0,99794;3,31;0,61;0,58;9,7;0,12;5
3782;6,8;0,02;0,38;31;113;0,99338;3,13;0,87;0,29;10,8;0,09;6
3783;9,2;0,018;0,38;23;96;0,9938;3,08;0,78;0,29;11;0,11;6
3784;8,3;0,05;0,38;52;196;0,9955;3,18;0,08;0,48;9,5;0,12;5
3785;17,4;0,064;0,38;29;140;0,99776;3,2;0,90;0,49;10,1;0,12;6
3786;2,7;0,027;0,38;11;100;0,98964;3,46;0,76;0,4;13,2;0,09;7
3787;12,8;0,037;0,38;61,5;182;0,99808;3,02;0,88;0,34;8,8;0,13;5
3788;8,2;0,043;0,38;54;201;0,99551;3,18;0,81;0,48;9,5;0,11;5
3789;8,1;0,044;0,38;53;202;0,99548;3,18;0,05;0,48;9,5;0,12;5
3790;8,2;0,047;0,38;52;191;0,99541;3,16;0,57;0,47;9,5;0,12;6
3791;8,3;0,05;0,38;52;196;0,9955;3,18;0,69;0,48;9,5;0,12;5
3792;8;0,051;0,38;46;197;0,99536;3,18;0,24;0,47;9,5;0,12;5
3793;11,8;0,043;0,38;53;133;0,99524;3,03;0,30;0,58;10,4;0,11;6
3794;12;0,049;0,38;63;170;0,9961;3,14;0,46;0,55;9,9;0,12;6
3795;1,7;0,046;0,38;22;113;0,99224;3,22;0,94;0,48;10;0,12;5
3796;17,4;0,064;0,38;29;140;0,99776;3,2;0,64;0,49;10,1;0,11;6
3797;13,9;0,056;0,38;33;95;0,99702;3,17;0,10;0,39;9,4;0,11;6
3798;10,7;0,098;0,38;13;91;0,99657;3,03;0,23;0,47;9,3;0,11;5
3799;2;0,057;0,38;21;138;0,99176;3,05;0,35;0,52;10,9;0,1;5
3800;2,2;0,042;0,38;21;177;0,99166;3,2;0,34;0,57;11,4;0,1;5
3801;1,3;0,036;0,38;7;49;0,99242;2,99;0,77;0,73;10,3;0,11;5
3802;1,1;0,033;0,38;20;57;0,99109;3,02;0,32;0,51;11;0,1;6
3803;2;0,057;0,38;21;138;0,99176;3,05;0,44;0,52;10,9;0,09;5
3804;6,4;0,042;0,38;16;111;0,99278;2,99;0,68;0,4;10,8;0,1;6
3805;1,3;0,036;0,38;7;49;0,99242;2,99;0,39;0,73;10,3;0,11;5
3806;1,1;0,033;0,38;20;57;0,99109;3,02;0,30;0,51;11;0,11;6
3807;10,7;0,098;0,38;13;91;0,99657;3,03;0,62;0,47;9,3;0,12;5
3808;6,4;0,041;0,38;7;113;0,99358;2,96;0,31;0,59;10,2;0,11;5
3809;6,3;0,042;0,38;7;109;0,99358;2,96;0,58;0,59;10,2;0,11;6
3810;6,4;0,042;0,38;16;111;0,99278;2,99;0,08;0,4;10,8;0,1;6
3811;15,1;0,06;0,38;42;162;0,99705;3,24;0,04;0,52;10,5;0,11;3
3812;2;0,052;0,38;23;156;0,9912;3,13;0,87;0,52;11,1;0,1;5
3813;2;0,057;0,38;21;138;0,99176;3,05;0,29;0,52;10,9;0,1;5
3814;2,2;0,042;0,38;21;177;0,99166;3,2;0,19;0,57;11,4;0,1;5
3815;12,1;0,049;0,38;31;149;0,99677;3,22;0,01;0,49;10,3;0,12;5
3816;8,8;0,042;0,38;18;106;0,99172;3,28;0,58;0,33;12,9;0,09;7
3817;8,8;0,045;0,38;28;131;0,9953;3,12;0,30;0,59;9,9;0,12;5
3818;5,1;0,036;0,38;43;131;0,99186;3,24;0,35;0,44;11,3;0,09;6
3819;6,8;0,034;0,38;36;120;0,99188;3,38;0,30;0,4;11,5;0,1;6
3820;6,8;0,034;0,38;36;120;0,99188;3,38;0,80;0,4;11,5;0,1;6
3821;3,7;0,039;0,38;34;132;0,99158;3;0,56;0,38;10,7;0,1;5
3822;12,2;0,042;0,38;52;139;0,99522;3,03;0,21;0,56;10,4;0,1;6
3823;5,7;0,033;0,38;39;204;0,99176;3,17;0,29;0,64;12,5;0,09;6
3824;8,1;0,052;0,38;48;197;0,99558;3,19;0,48;0,48;9,5;0,11;5
3825;2,5;0,042;0,38;31;104;0,9911;3,05;0,85;0,56;11,3;0,1;7
3826;4;0,034;0,38;12;88;0,99016;3,26;0,60;0,54;13;0,08;6
3827;6,8;0,034;0,38;36;120;0,99188;3,38;0,73;0,4;11,5;0,09;6
3828;1;0,053;0,38;13;99;0,98956;3,22;0,31;0,39;11,5;0,09;5
3829;5,1;0,036;0,38;43;131;0,99186;3,24;0,58;0,44;11,3;0,1;6
3830;5,8;0,035;0,38;24;100;0,99062;3,15;0,71;0,57;13,2;0,09;7
3831;10,6;0,034;0,38;23;111;0,99274;3,46;0,51;0,28;11,5;0,1;7
3832;3,5;0,086;0,38;30;130;0,993;2,83;0,14;0,44;9,6;0,11;5
3833;3,5;0,086;0,38;30;130;0,993;2,83;0,52;0,44;9,6;0,11;5
3834;16,4;0,058;0,38;45;110;0,9978;3,15;0,41;0,37;9,7;0,11;6
3835;4,8;0,052;0,38;49;142;0,9946;3,14;0,64;0,62;9,2;0,13;5
3836;3,3;0,052;0,38;34;113;0,99429;3,16;0,81;0,48;8,4;0,12;5
3837;1,2;0,05;0,38;41;103;0,99002;3;0,96;0,45;12,4;0,1;6
3838;1,2;0,05;0,38;41;103;0,99002;3;0,48;0,45;12,4;0,08;6
3839;4,8;0,052;0,38;49;142;0,9946;3,14;0,99;0,62;9,2;0,12;5
3840;3,3;0,052;0,38;34;113;0,99429;3,16;0,21;0,48;8,4;0,13;5
3841;2,5;0,028;0,38;24;84;0,9909;3,14;0,88;0,36;11,7;0,09;6
3842;8,7;0,036;0,38;41;191;0,99294;2,96;0,77;0,56;11;0,1;6
3843;1,6;0,032;0,38;36;109;0,99044;2,97;0,42;0,43;11,9;0,1;6
3844;4;0,028;0,38;46;100;0,98958;3,2;0,76;0,5;13,2;0,09;7
3845;2,5;0,028;0,38;24;84;0,9909;3,14;0,67;0,36;11,7;0,09;6
3846;16,2;0,055;0,38;36;176;0,9986;3,26;0,00;0,54;9,1;0,12;5
3847;9;0,023;0,38;20;109;0,99262;3,34;0,53;0,35;12,6;0,08;6
3848;16,2;0,055;0,38;36;176;0,9986;3,26;0,07;0,54;9,1;0,11;5
3849;1,4;0,194;0,38;23;90;0,99212;3,17;0,04;0,46;10,5;0,11;6
3850;7;0,047;0,38;18;87;0,99628;3,23;0,06;0,64;10,6;0,1;5
3851;9;0,023;0,38;20;109;0,99262;3,34;0,49;0,35;12,6;0,08;6
3852;3,1;0,03;0,38;32;123;0,98913;3,41;0,45;0,33;13,7;0,08;7
3853;1,5;0,037;0,38;38;93;0,99021;3,36;0,41;0,49;12;0,1;6
3854;4,6;0,031;0,38;26;120;0,99198;3,4;0,12;0,73;12,5;0,09;7
3855;4,8;0,03;0,38;40;110;0,99226;3,55;0,61;0,68;12,1;0,1;6
3856;4,6;0,032;0,38;68;137;0,99159;3,21;0,56;0,38;11,3;0,1;6
3857;1,5;0,037;0,38;38;93;0,99021;3,36;0,70;0,49;12;0,09;6
3858;2,7;0,049;0,38;28;104;0,99224;3,46;0,42;0,55;10,3;0,1;6
