ID;fixed acidity;volatile acidity;citric acid
2903;6,2;0,36;0,14
2904;5,7;0,21;0,25
2905;6,4;0,25;0,32
2906;7,6;0,31;0,26
2907;6,6;0,26;0,46
2908;5,7;0,21;0,25
2909;6,2;0,2;0,31
2910;6,2;0,18;0,3
2911;6,1;0,37;0,2
2912;6,2;0,36;0,14
2913;6,5;0,22;0,32
2914;7,7;0,18;0,3
2915;6,9;0,14;0,38
2916;6,9;0,14;0,38
2917;6;0,44;0,26
2918;7,1;0,36;0,4
2919;5,7;0,28;0,28
2920;6,4;0,16;0,32
2921;7,4;0,28;0,4
2922;6,7;0,39;0,31
2923;6,5;0,44;0,47
2924;6,9;0,22;0,31
2925;6,6;0,22;0,29
2926;7,7;0,25;0,3
2927;5,2;0,155;0,33
2928;7;0,31;0,31
2929;7;0,31;0,31
2930;6,6;0,22;0,29
2931;5,6;0,21;0,4
2932;5,2;0,155;0,33
2933;6,4;0,25;0,32
2934;6,9;0,22;0,31
2935;5,3;0,21;0,29
2936;7,1;0,27;0,28
2937;5,2;0,17;0,27
2938;7,7;0,25;0,3
2939;7;0,12;0,29
2940;7;0,12;0,29
2941;7,1;0,29;0,34
2942;7,2;0,3;0,3
2943;6,8;0,26;0,46
2944;7;0,12;0,29
2945;7,1;0,29;0,34
2946;4,9;0,33;0,31
2947;5,1;0,29;0,28
2948;5,1;0,29;0,28
2949;6,8;0,26;0,48
2950;6;0,28;0,52
2951;6;0,28;0,25
2952;7,2;0,2;0,22
2953;6,1;0,27;0,25
2954;6;0,28;0,25
2955;6,4;0,29;0,3
2956;7,4;0,35;0,24
2957;8,1;0,12;0,38
2958;6,4;0,12;0,3
2959;7,2;0,2;0,22
2960;7,3;0,4;0,26
2961;7,7;0,11;0,34
2962;6,9;0,23;0,41
2963;6,9;0,38;0,38
2964;7,5;0,38;0,29
2965;5,8;0,19;0,24
2966;5,5;0,34;0,26
2967;6,6;0,23;0,3
2968;6,6;0,23;0,3
2969;8,4;0,31;0,31
2970;6,7;0,2;0,3
2971;8,4;0,31;0,31
2972;7,3;0,26;0,24
2973;6,3;0,22;0,22
2974;6,6;0,23;0,3
2975;7,5;0,19;0,4
2976;8;0,14;0,33
2977;6,8;0,32;0,39
2978;6,6;0,23;0,2
2979;6,6;0,23;0,2
2980;6,7;0,36;0,26
2981;6,1;0,38;0,42
2982;8,5;0,23;0,28
2983;7;0,2;0,31
2984;6;0,26;0,32
2985;6,9;0,3;0,3
2986;6,7;0,18;0,28
2987;6,7;0,18;0,28
2988;6,8;0,18;0,28
2989;7,2;0,19;0,31
2990;6,2;0,16;0,32
2991;5;0,27;0,32
2992;6,3;0,37;0,28
2993;6,6;0,2;0,27
2994;6,8;0,18;0,28
2995;6,8;0,18;0,28
2996;6,6;0,28;0,34
2997;6,5;0,35;0,36
2998;6,9;0,25;0,33
2999;6;0,32;0,3
3000;6,8;0,18;0,28
3001;6,7;0,18;0,28
3002;6,6;0,2;0,27
3003;6,3;0,37;0,28
3004;7,2;0,19;0,31
3005;6,3;0,18;0,36
3006;6,9;0,3;0,36
3007;6,2;0,16;0,32
3008;5;0,27;0,32
3009;5;0,3;0,33
3010;6,5;0,2;0,5
3011;6,7;0,25;0,31
3012;6,6;0,22;0,36
3013;6,8;0,25;0,37
3014;7;0,13;0,37
3015;7;0,45;0,34
3016;7,2;0,32;0,3
3017;7;0,13;0,37
3018;5,9;0,34;0,3
3019;6,8;0,22;0,31
3020;7,2;0,32;0,3
3021;8,4;0,32;0,35
3022;6,8;0,27;0,29
3023;8;0,74;0,21
3024;7;0,45;0,34
3025;7;0,13;0,37
3026;5,4;0,22;0,29
3027;8,4;0,22;0,3
3028;7,4;0,32;0,22
3029;7,5;0,18;0,37
3030;7,1;0,47;0,29
3031;7,1;0,47;0,29
3033;6,7;0,14;0,46
3034;6,8;0,24;0,38
3035;6,9;0,25;0,47
3036;6;0,24;0,33
3037;6,8;0,29;0,34
3038;6,3;0,33;0,42
3039;6,5;0,23;0,45
3040;6,3;0,27;0,29
3041;6,3;0,2;0,37
3042;6,2;0,33;0,41
3043;6,3;0,33;0,42
3044;7,2;0,21;1
3045;6;0,27;0,3
3046;5,7;0,12;0,26
3047;6,9;0,24;0,37
3048;7,7;0,18;0,53
3049;7,1;0,17;0,43
3050;7,5;0,33;0,38
3051;6,2;0,255;0,24
3052;7,5;0,33;0,38
3053;5,6;0,2;0,66
3054;7,6;0,17;0,36
3055;5,8;0,15;0,31
3056;6,3;0,25;0,44
3057;6,9;0,28;0,41
3058;7,2;0,27;0,37
3059;6,2;0,25;0,38
3060;8,5;0,19;0,48
3061;6,2;0,25;0,54
3062;6,2;0,25;0,54
3063;6,8;0,28;0,43
3064;6,2;0,25;0,54
3065;7,4;0,21;0,8
3066;7;0,15;0,38
3067;7,4;0,21;0,8
3068;7,3;0,28;0,42
3069;6,1;0,18;0,38
3070;7;0,53;0,43
3071;6,8;0,28;0,43
3072;6,5;0,36;0,38
3073;7,5;0,25;0,47
3074;6,7;0,24;0,41
3075;6,6;0,25;0,33
3076;6,4;0,15;0,4
3077;6,3;0,28;0,3
3078;6,2;0,25;0,38
3079;7,1;0,28;0,35
3080;6,6;0,35;0,34
3081;8,5;0,19;0,48
3082;6,2;0,25;0,54
3083;6;0,35;0,51
3084;5,8;0,31;0,32
3085;6,6;0,17;0,35
3086;8,5;0,23;0,4
3087;5,8;0,31;0,32
3088;6,1;0,2;0,34
3089;6,3;0,37;0,37
3090;6,2;0,36;0,38
3091;6,6;0,17;0,35
3092;6,3;0,28;0,47
3093;7,6;0,27;0,52
3094;7;0,25;0,45
3095;9,7;0,24;0,49
3096;9,7;0,24;0,49
3097;6,8;0,13;0,39
3098;6,6;0,78;0,5
3099;5,1;0,33;0,27
3100;6,7;0,34;0,4
3101;6,7;0,14;0,51
3102;7;0,26;0,34
3103;6,5;0,29;0,26
3104;7;0,25;0,45
3105;7,6;0,21;0,49
3106;7,7;0,26;0,51
3107;7,6;0,27;0,52
3108;7,7;0,25;0,49
3109;7,6;0,35;0,46
3110;6,9;0,3;0,36
3111;6,7;0,24;0,46
3112;6,5;0,23;0,39
3113;7,6;0,23;0,34
3114;6,5;0,24;0,39
3115;6,3;0,17;0,32
3116;6,3;0,17;0,32
3117;6,7;0,21;0,37
3118;6,5;0,23;0,39
3119;5,9;0,28;0,39
3120;5,9;0,19;0,37
3121;6,2;0,25;0,42
3122;7,6;0,23;0,34
3123;5,6;0,18;0,27
3124;5,5;0,18;0,22
3125;6,5;0,24;0,39
3126;7,4;0,23;0,38
3127;7,2;0,17;0,37
3128;7,6;0,3;0,38
3129;5;0,24;0,21
3130;6,1;0,21;0,38
3131;6,5;0,33;0,38
3132;6,3;0,35;0,26
3133;6,3;0,17;0,32
3134;6,6;0,25;0,35
3135;6,5;0,16;0,33
3136;6,6;0,39;0,39
3137;5,6;0,19;0,27
3138;6,2;0,25;0,39
3139;6,9;0,22;0,43
3140;6,2;0,19;0,29
3141;6,6;0,39;0,39
3142;5,9;0,33;0,32
3143;7,8;0,17;0,5
3144;5,5;0,19;0,27
3145;6,2;0,23;0,36
3146;6,2;0,23;0,36
3147;6,2;0,23;0,36
3148;7,2;0,32;0,4
3149;6,2;0,23;0,36
3150;7,2;0,32;0,4
3151;5,8;0,39;0,47
3152;6,2;0,23;0,36
3153;7,6;0,25;1,23
3154;5,8;0,29;0,33
3155;7,2;0,4;0,38
3156;6,8;0,39;0,34
3157;6,1;0,17;0,42
3158;6,8;0,39;0,34
3159;7,1;0,36;0,37
3160;6,9;0,19;0,32
3161;6,5;0,34;0,46
3162;6,1;0,17;0,42
3163;6,8;0,39;0,34
3164;7,1;0,36;0,37
3165;7,8;0,3;0,36
3166;6,1;0,68;0,52
3167;5,2;0,34;0,37
3168;5,6;0,28;0,4
3169;6,2;0,19;0,38
3170;5,7;0,16;0,26
3171;7,6;0,17;0,46
3172;7,3;0,2;0,39
3173;6,7;0,33;0,36
3174;6,7;0,33;0,34
3175;6,9;0,36;0,35
3176;7,8;0,21;0,34
3177;7,3;0,2;0,39
3178;5,6;0,41;0,22
3179;7,6;0,15;0,35
3180;8,5;0,2;0,4
3181;6,5;0,24;0,38
3182;8,3;0,16;0,37
3183;5,5;0,12;0,33
3184;6,5;0,24;0,38
3185;6,2;0,1;0,41
3186;6,5;0,21;0,4
3187;8,7;0,3;0,59
3188;6,7;0,18;0,37
3189;7;0,17;0,36
3190;6,6;0,19;0,33
3191;5,8;0,28;0,3
3192;7,6;0,24;0,44
3193;8,3;0,16;0,37
3194;5,5;0,12;0,33
3195;5,7;0,16;0,32
3196;7;0,21;0,42
3197;6,4;0,22;0,38
3198;7,9;0,34;0,44
3199;6,4;0,22;0,38
3200;6,8;0,21;0,4
3201;5,2;0,31;0,36
3202;7,9;0,34;0,44
3203;5,6;0,42;0,34
3204;6,4;0,22;0,38
3205;6,8;0,28;0,34
3206;6,8;0,45;0,36
3207;6,6;0,29;0,39
3208;6,8;0,21;0,42
3209;6,8;0,25;0,24
3210;6,4;0,21;0,34
3211;5,8;0,33;0,23
3212;8,2;0,3;0,44
3213;6,4;0,24;0,32
3214;7,5;0,18;0,45
3215;5,2;0,335;0,2
3216;7,1;0,14;0,33
3217;7,2;0,13;0,46
3218;5,8;0,33;0,23
3219;6,5;0,29;0,25
3220;6,2;0,35;0,31
3221;9;0,38;0,53
3222;6,6;0,24;0,38
3223;6,6;0,16;0,34
3224;8,2;0,3;0,44
3225;5,7;0,15;0,28
3226;6,6;0,33;0,4
3227;5,7;0,2;0,3
3228;6,8;0,27;0,37
3229;6,8;0,27;0,42
3230;6,2;0,2;0,26
3231;6,7;0,13;0,57
3232;6,8;0,21;0,37
3233;6,7;0,31;0,32
3234;6,2;0,2;0,29
3235;6,6;0,25;0,34
3236;5,7;0,15;0,28
3237;6,9;0,22;0,39
3238;6,4;0,23;0,35
3239;7,6;0,27;0,29
3240;6,6;0,34;0,24
3241;6,4;0,16;0,42
3242;5,8;0,3;0,42
3243;7;0,29;0,35
3244;6,6;0,34;0,24
3245;6,7;0,21;0,36
3246;7,6;0,27;0,29
3247;6,8;0,22;0,41
3248;7,7;0,27;0,49
3249;6,4;0,25;0,37
3250;6,4;0,23;0,35
3251;6,7;0,13;0,45
3252;6,7;0,24;0,37
3253;7,1;0,26;0,37
3254;5,3;0,3;0,16
3255;7,1;0,38;0,4
3256;7,4;0,19;0,31
3257;7,4;0,19;0,31
3258;7,4;0,19;0,31
3259;7,4;0,19;0,31
3260;7,4;0,19;0,31
3261;7,4;0,19;0,31
3262;6,3;0,32;0,32
3263;7,6;0,19;0,32
3264;6,5;0,26;0,31
3265;5,9;0,24;0,12
3266;4,2;0,215;0,23
3267;8,1;0,24;0,32
3268;5,8;0,23;0,2
3269;7,5;0,33;0,36
3270;6,6;0,38;0,36
3271;6,4;0,15;0,29
3272;6,5;0,32;0,34
3273;7,5;0,22;0,32
3274;6,4;0,23;0,32
3275;6,1;0,22;0,31
3276;6,5;0,48;0,02
3277;6,6;0,23;0,3
3278;6,4;0,16;0,25
3279;6,6;0,38;0,36
3280;7,4;0,16;0,32
3281;6,4;0,15;0,29
3282;6,5;0,32;0,3
3283;6,7;0,12;0,36
3284;6,6;0,2;0,14
3285;8;0,34;0,25
3286;6,8;0,21;0,31
3287;6,8;0,23;0,31
3288;6,8;0,21;0,31
3289;6,6;0,2;0,14
3290;6,6;0,28;0,42
3291;7,8;0,25;0,37
3292;5,6;0,12;0,33
3293;6,6;0,28;0,41
3294;6,8;0,17;0,35
3295;7,3;0,25;0,28
3296;6,6;0,28;0,41
3297;6,6;0,28;0,42
3298;6,5;0,25;0,5
3299;6,3;0,24;0,35
3300;6,8;0,32;0,32
3301;7,8;0,25;0,37
3302;5,6;0,12;0,33
3303;6,6;0,24;0,28
3304;6,3;0,22;0,34
3305;6;0,32;0,3
3306;6,3;0,19;0,29
3307;6;0,32;0,3
3308;9,4;0,24;0,29
3309;6,4;0,35;0,28
3310;6,7;0,46;0,27
3311;6,3;0,3;0,29
3312;6;0,19;0,29
3313;5,9;0,24;0,28
3314;7,3;0,145;0,33
3315;6,6;0,435;0,38
3316;5,8;0,18;0,37
3317;5,8;0,18;0,37
3318;5,6;0,32;0,32
3319;6,6;0,16;0,35
3320;5,1;0,21;0,28
3321;7,5;0,29;0,36
3322;6;0,26;0,33
3323;5,7;0,26;0,3
3324;7,1;0,17;0,31
3325;6,9;0,17;0,3
3326;6,8;0,25;0,28
3327;6,6;0,17;0,28
3328;5,8;0,17;0,36
3329;6,4;0,24;0,29
3330;6,7;0,21;0,34
3331;6,7;0,23;0,33
3332;6,8;0,23;0,32
3333;6,5;0,22;0,28
3334;5,1;0,165;0,22
3335;6,6;0,425;0,25
3336;6,9;0,38;0,29
3337;6,9;0,38;0,29
3338;6,9;0,38;0,29
3339;7,2;0,27;0,28
3340;7,6;0,17;0,27
3341;6,2;0,3;0,31
3342;7,6;0,17;0,27
3343;6,5;0,26;0,32
3344;6,9;0,36;0,28
3345;6,9;0,38;0,29
3346;6,8;0,18;0,24
3347;6,7;0,18;0,24
3348;6,6;0,16;0,21
3349;7,2;0,27;0,28
3350;6,4;0,17;0,27
3351;7,2;0,22;0,28
3352;6;0,22;0,28
3353;6,7;0,36;0,28
3354;6,5;0,43;0,28
3355;5,9;0,2;0,28
3356;5,3;0,32;0,23
3357;6,8;0,2;0,28
3358;6;0,22;0,33
3359;6,7;0,36;0,28
3360;6,5;0,43;0,28
3361;7,1;0,18;0,49
3362;6,4;0,17;0,27
3363;7,2;0,22;0,28
3364;6;0,22;0,28
3365;6;0,2;0,26
3366;7,6;0,2;0,26
3367;6,2;0,3;0,21
3368;6;0,29;0,25
3369;6,6;0,18;0,28
3370;7;0,22;0,28
3371;6;0,29;0,25
3372;6,2;0,3;0,21
3373;5,6;0,15;0,26
3374;6,9;0,28;0,24
3375;5,9;0,19;0,21
3376;7,8;0,22;0,26
3377;6,6;0,18;0,28
3378;7;0,4;0,25
3379;6,1;0,28;0,27
3380;7,6;0,36;0,49
3381;6,5;0,28;0,34
3382;6,9;0,19;0,35
3383;6,5;0,28;0,34
3384;6,4;0,22;0,32
3385;6,8;0,23;0,3
3386;6,4;0,32;0,31
3387;6,1;0,28;0,27
3388;7,6;0,36;0,49
3389;8,8;0,39;0,35
3390;6,6;0,24;0,3
3391;6,9;0,29;0,3
3392;6,9;0,28;0,3
3393;6,7;0,38;0,26
3394;8;0,28;0,3
3395;6,5;0,25;0,45
3396;6,6;0,26;0,46
3397;7,4;0,29;0,28
3398;6,3;0,19;0,29
3399;6,1;0,33;0,32
3400;5,6;0,32;0,33
3401;7,7;0,46;0,18
3402;8,8;0,19;0,3
3403;7,7;0,46;0,18
3404;8,8;0,27;0,25
3405;5,8;0,18;0,28
3406;5,8;0,15;0,32
3407;5,6;0,32;0,33
3408;6,1;0,33;0,32
3409;7,1;0,32;0,3
3410;6,2;0,23;0,35
3411;8,9;0,3;0,35
3412;6;0,14;0,17
3413;6,8;0,24;0,29
3414;6,7;0,21;0,48
3415;8,9;0,3;0,35
3416;6,1;0,3;0,3
3417;7,2;0,37;0,4
3418;6,7;0,64;0,3
3419;7,2;0,37;0,4
3420;6,1;0,3;0,3
3421;7,6;0,28;0,49
3422;6,3;0,29;0,28
3423;6,2;0,28;0,28
3424;7,1;0,18;0,39
3425;6,4;0,32;0,27
3426;7,1;0,17;0,4
3427;7,1;0,17;0,4
3428;5,8;0,24;0,26
3429;6,4;0,32;0,27
3430;7,1;0,18;0,39
3431;7,1;0,17;0,4
3432;7,1;0,18;0,39
3433;7,8;0,29;0,29
3434;6,2;0,255;0,27
3435;8,2;0,34;0,29
3436;6,5;0,24;0,28
3437;6,9;0,24;0,23
3438;6,7;0,4;0,22
3439;6,7;0,3;0,44
3440;6,7;0,4;0,22
3441;6,8;0,17;0,32
3442;7,1;0,25;0,28
3443;5,9;0,27;0,27
3444;6;0,16;0,22
3445;6,7;0,3;0,44
3446;6,6;0,15;0,32
3447;7,3;0,34;0,3
3448;6;0,17;0,29
3449;6,7;0,47;0,29
3450;6,6;0,15;0,32
3451;6,6;0,21;0,29
3452;6,6;0,21;0,29
3453;8;0,24;0,48
3454;5,6;0,34;0,3
3455;5,8;0,54;0
3456;7,3;0,23;0,24
3457;6;0,39;0,13
3458;6,1;0,105;0,31
3459;5,8;0,32;0,2
3460;7,6;0,22;0,28
3461;6,8;0,19;0,4
3462;6,7;0,24;0,3
3463;6,8;0,17;0,34
3464;6,2;0,3;0,31
3465;6,9;0,29;0,41
3466;6,8;0,19;0,34
3467;6,8;0,17;0,34
3468;6,6;0,24;0,27
3469;6,6;0,16;0,36
3470;7,6;0,22;0,28
3471;6,7;0,24;0,3
3472;6,8;0,19;0,4
3473;6,7;0,16;0,36
3474;6,5;0,3;0,27
3475;6,5;0,22;0,19
3476;6,2;0,36;0,45
3477;6,2;0,37;0,24
3478;7,6;0,31;0,24
3479;6,2;0,36;0,45
3480;5,9;0,32;0,28
3481;6,5;0,3;0,27
3482;5,8;0,22;0,3
3483;5,4;0,45;0,27
3484;6,1;0,36;0,26
3485;6,2;0,37;0,24
3486;7,5;0,21;0,32
3487;6,9;0,28;0,33
3488;6,5;0,22;0,19
3489;7,8;0,2;0,2
3490;6,7;0,28;0,31
3491;7,6;0,31;0,24
3492;8;0,2;0,44
3493;6;0,28;0,27
3494;6;0,28;0,27
3495;6,7;0,24;0,36
3496;6,3;0,22;0,28
3497;6;0,24;0,28
3498;7,7;0,43;1
3499;6,4;0,3;0,36
3500;6,1;0,33;0,3
3501;6;0,28;0,27
3502;6,7;0,24;0,36
3503;6,7;0,29;0,45
3504;6,9;0,33;0,31
3505;6,5;0,16;0,34
3506;6;0,2;0,32
3507;7,5;0,33;0,28
3508;7,1;0,36;0,28
3509;6,7;0,29;0,45
3510;6,4;0,26;0,25
3511;7;0,22;0,24
3512;6,5;0,19;0,28
3513;6,3;0,21;0,31
3514;7,9;0,35;0,28
3515;7,7;0,38;0,23
3516;6,8;0,19;0,33
3517;7,2;0,33;0,34
3518;6,6;0,29;0,29
3519;7,5;0,2;0,41
3520;6,9;0,33;0,62
3521;6;0,23;0,15
3522;5,9;0,23;0,24
3523;6,6;0,32;0,41
3524;6;0,23;0,15
3525;5,3;0,36;0,27
3526;5,3;0,36;0,27
3527;8,9;0,27;0,28
3528;7,6;0,23;0,29
3529;6,9;0,75;0,13
3530;7,1;0,35;0,27
3531;7,2;0,31;0,35
3532;6,4;0,28;0,44
3533;7,2;0,23;0,46
3534;6,6;0,22;0,3
3535;7,2;0,31;0,35
3536;6,4;0,28;0,44
3537;7,2;0,24;0,28
3538;6,2;0,27;0,47
3539;6,5;0,28;0,25
3540;7,2;0,27;0,31
3541;7,8;0,28;0,25
3542;8,1;0,26;0,27
3543;6,6;0,23;0,37
3544;6;0,33;0,2
3545;6;0,33;0,2
3546;7,3;0,2;0,29
3547;6,6;0,23;0,37
3548;7,3;0,2;0,29
3549;6,2;0,47;0,19
3550;6;0,33;0,2
3551;7,2;0,14;0,32
3552;5,7;0,22;0,22
3553;5,7;0,22;0,22
3554;5,7;0,22;0,22
3555;8,1;0,2;0,28
3556;5,8;0,14;0,15
3557;4,8;0,21;0,21
3558;8,1;0,2;0,28
3559;5,7;0,22;0,22
3560;7,5;0,34;0,24
3561;6,6;0,64;0,28
3562;7;0,48;0,12
3563;7,6;0,37;0,34
3564;7;0,48;0,12
3565;6,6;0,64;0,28
3566;8;0,25;0,27
3567;7,6;0,38;0,28
3568;6,9;0,26;0,27
3569;7,8;0,15;0,34
3570;8;0,25;0,27
3571;6,9;0,26;0,27
3572;5,9;0,655;0
3573;7,6;0,38;0,28
3574;7,8;0,31;0,4
3575;8,1;0,17;0,21
3576;6,8;0,18;0,28
3577;7,4;0,28;0,36
3578;7,3;0,23;0,27
3579;6,7;0,22;0,22
3580;7,4;0,25;0,28
3581;7,5;0,3;0,21
3582;7,2;0,26;0,24
3583;6,3;0,32;0,32
3584;7,7;0,24;0,3
3585;7,4;0,25;0,28
3586;7;0,24;0,35
3587;5,8;0,28;0,28
3588;6,8;0,19;0,71
3589;6,8;0,19;0,71
3590;6,8;0,19;0,71
3591;6,6;0,19;0,35
3592;6,4;0,28;0,36
3593;5,6;0,28;0,27
3594;5,6;0,28;0,28
3595;6,8;0,19;0,32
3596;7,2;0,16;0,29
3597;6,6;0,17;0,28
3598;6,6;0,19;0,28
3599;5,8;0,2;0,24
3600;6,6;0,39;0,38
3601;6,8;0,12;0,3
3602;6,6;0,295;0,24
3603;6,6;0,26;0,24
3604;7;0,32;0,27
3605;7,4;0,36;0,23
3606;6,7;0,35;0,48
3607;6,4;0,38;0,24
3608;6,8;0,14;0,18
3609;7;0,16;0,25
3610;7;0,16;0,25
3611;6,7;0,35;0,48
3612;6,8;0,14;0,18
3613;6,8;0,16;0,18
3614;7;0,16;0,25
3615;6,4;0,38;0,24
3616;7,2;0,24;0,3
3617;7,7;0,32;0,61
3618;7;0,29;0,33
3619;7,1;0,27;0,24
3620;6,8;0,45;0,28
3621;6,3;0,2;0,26
3622;7,1;0,27;0,24
3623;7,2;0,24;0,3
3624;6,8;0,45;0,28
3625;6,6;0,36;0,28
3626;7,7;0,32;0,61
3627;7;0,29;0,33
3628;6,4;0,37;0,2
3629;6,4;0,38;0,2
3630;6,4;0,36;0,2
3631;6,6;0,3;0,25
3632;6,6;0,3;0,25
3633;6,5;0,21;0,51
3634;6,6;0,3;0,25
3635;7,6;0,31;0,27
3636;5,8;0,58;0
3637;6,5;0,26;0,39
3638;8,7;0,3;0,34
3639;6,4;0,29;0,32
3640;6,7;0,13;0,32
3641;6,8;0,19;0,33
3642;6;0,25;0,4
3643;6;0,25;0,4
3644;6,8;0,19;0,33
3645;6,4;0,24;0,23
3646;5,9;0,18;0,28
3647;7,2;0,33;0,22
3648;6,4;0,29;0,24
3649;7,3;0,31;0,25
3650;7;0,29;0,37
3651;6,9;0,19;0,6
3652;6,3;0,32;0,17
3653;6,6;0,085;0,33
3654;6,3;0,32;0,17
3655;6,8;0,18;0,32
3656;6,8;0,52;0,26
3657;7,1;0,28;0,28
3658;5,7;0,15;0,47
3659;5,8;0,275;0,3
3660;5,4;0,53;0,16
3661;5,8;0,32;0,28
3662;6,7;0,22;0,39
3663;6,1;0,6;0,12
3664;6,5;0,26;0,31
3665;5;0,29;0,54
3666;5,4;0,53;0,16
3667;6,8;0,21;0,26
3668;5,8;0,32;0,28
3669;6,5;0,27;0,26
3670;5,9;0,37;0,32
3671;6,2;0,21;0,18
3672;6,8;0,3;0,29
3673;7,3;0,41;0,29
3674;5,4;0,3;0,3
3675;6,6;0,34;0,2
3676;5,6;0,25;0,19
3677;5,3;0,3;0,3
3678;6,9;0,58;0,58
3679;7,2;0,23;0,25
3680;7,1;0,2;0,27
3681;6,8;0,15;0,41
3682;7;0,22;0,26
3683;6,4;0,16;0,44
3684;6,8;0,15;0,41
3685;6,8;0,31;0,3
3686;6,8;0,15;0,41
3687;7,6;0,3;0,37
3688;6;0,16;0,27
3689;7,1;0,21;0,35
3690;7;0,22;0,26
3691;5,6;0,21;0,24
3692;7,4;0,22;0,26
3693;7,1;0,2;0,27
3694;6,8;0,31;0,3
3695;7,2;0,23;0,25
3696;6,4;0,15;0,4
3697;6,4;0,16;0,44
3698;6,8;0,15;0,41
3699;6,3;0,22;0,34
3700;7,6;0,3;0,37
3701;7;0,3;0,27
3702;6,6;0,26;0,22
3703;7,5;0,24;0,31
3704;7,5;0,24;0,31
3705;7,5;0,24;0,31
3706;7,5;0,24;0,31
3707;6,6;0,15;0,34
3708;6,7;0,34;0,43
3709;7,7;0,35;0,46
3710;6,7;0,31;0,09
3711;4,7;0,67;0,09
3712;7,5;0,24;0,31
3713;6,3;0,2;0,18
3714;6,6;0,28;0,23
3715;8,5;0,18;0,3
3716;6,5;0,35;0,38
3717;6,8;0,22;0,26
3718;6,3;0,18;0,24
3719;6,6;0,26;0,22
3720;6,6;0,3;0,45
3721;6,3;0,34;0,27
3722;7,7;0,3;0,23
3723;7,7;0,31;0,23
3724;5,7;0,265;0,28
3725;5,4;0,255;0,33
3726;6,6;0,26;0,28
3727;4,8;0,17;0,28
3728;5,7;0,265;0,28
3729;6,2;0,2;0,33
3730;7,5;0,28;0,41
3731;6,2;0,22;0,2
3732;7;0,34;0,26
3733;7,5;0,28;0,41
3734;6,5;0,19;0,34
3735;6;0,21;0,29
3736;6,1;0,22;0,46
3737;6,5;0,32;0,48
3738;7,1;0,21;0,72
3739;5,6;0,26;0,18
3740;7;0,15;0,28
3741;7;0,15;0,28
3742;7;0,15;0,28
3743;7;0,15;0,28
3744;7;0,15;0,28
3745;7;0,15;0,28
3746;7;0,15;0,28
3747;7,4;0,27;0,28
3748;6,8;0,22;0,3
3749;6,2;0,24;0,25
3750;6,3;0,28;0,29
3751;7;0,15;0,28
3752;5,5;0,17;0,23
3753;6,5;0,26;0,34
3754;6,6;0,27;0,33
3755;5,4;0,46;0,15
3756;7,8;0,19;0,32
3757;5,5;0,17;0,23
3758;6,5;0,26;0,34
3759;6,6;0,27;0,33
3760;7,8;0,19;0,32
3761;7,8;0,2;0,32
3762;6,1;0,17;0,28
3763;7,4;0,2;0,35
3764;6,7;0,39;0,24
3765;5,4;0,46;0,15
3766;6,9;0,4;0,17
3767;6,9;0,4;0,17
3768;6,9;0,4;0,17
3769;6,3;0,24;0,29
3770;6,9;0,4;0,17
3771;7,4;0,27;0,31
3772;6,1;0,27;0,28
3773;6,3;0,24;0,29
3774;5;0,61;0,12
3775;6,7;0,42;0,39
3776;6,5;0,33;0,28
3777;6,9;0,33;0,31
3778;6,5;0,33;0,28
3779;6,3;0,15;0,3
3780;6,5;0,32;0,45
3781;6,7;0,42;0,39
3782;7,4;0,25;0,29
3783;7,6;0,27;0,3
3784;6,4;0,27;0,45
3785;6,5;0,25;0,27
3786;5,6;0,19;0,31
3787;7,4;0,29;0,48
3788;6,4;0,34;0,44
3789;6,6;0,27;0,52
3790;6,6;0,26;0,52
3791;6,4;0,27;0,45
3792;6,5;0,26;0,5
3793;6,8;0,25;0,3
3794;6,3;0,32;0,26
3795;5,5;0,24;0,45
3796;6,5;0,25;0,27
3797;6,6;0,13;0,29
3798;7;0,39;0,21
3799;7,9;0,21;0,39
3800;7;0,3;0,28
3801;8,1;0,2;0,3
3802;8,3;0,18;0,3
3803;7,9;0,21;0,39
3804;7,2;0,17;0,34
3805;8,1;0,2;0,3
3806;8,3;0,18;0,3
3807;7;0,39;0,21
3808;6,8;0,21;0,62
3809;6,9;0,21;0,62
3810;7,2;0,17;0,34
3811;6,8;0,26;0,34
3812;7,2;0,28;0,38
3813;7,9;0,21;0,39
3814;7;0,3;0,28
3815;7,4;0,34;0,28
3816;6,3;0,43;0,32
3817;6,8;0,41;0,3
3818;6,3;0,4;0,24
3819;5,1;0,35;0,26
3820;5,1;0,35;0,26
3821;6,3;0,3;0,2
3822;6,9;0,28;0,28
3823;7;0,33;0,28
3824;6,7;0,26;0,49
3825;7,3;0,24;0,3
3826;6,7;0,46;0,21
3827;5,1;0,35;0,26
3828;5,1;0,23;0,18
3829;6,3;0,4;0,24
3830;7,1;0,44;0,23
3831;4,8;0,26;0,23
3832;6,8;0,31;0,19
3833;6,8;0,31;0,19
3834;7;0,15;0,29
3835;6,5;0,41;0,22
3836;6,2;0,31;0,23
3837;8;0,27;0,33
3838;8;0,27;0,33
3839;6,5;0,41;0,22
3840;6,2;0,31;0,23
3841;6,7;0,37;0,25
3842;6,6;0,21;0,5
3843;7,5;0,26;0,31
3844;7,5;0,34;0,28
3845;6,7;0,37;0,25
3846;6,4;0,32;0,23
3847;6,7;0,24;0,32
3848;6,4;0,32;0,23
3849;7,1;0,39;0,79
